CoC Number,CoC Name,Year,Attribute Name,Value,Year - Text
AR-501,Fayetteville/Northwest Arkansas CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,45,2014
AR-501,Fayetteville/Northwest Arkansas CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,41,2014
AR-501,Fayetteville/Northwest Arkansas CoC,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,38,2014
AR-501,Fayetteville/Northwest Arkansas CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,211,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Chronically Homeless,49,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Sheltered Homeless People in Families,131,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Homeless Individuals,753,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Homeless People in Families,275,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Individuals,476,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Veterans,17,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Sheltered Homeless,408,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Total Homeless,1028,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Chronically Homeless People in Families,0,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless,620,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Homeless Veterans,34,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless People in Families,0,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless,38,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless Individuals,38,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless People in Families,0,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless,11,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless Individuals,11,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,144,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,17,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,49,2014
AR-503,Arkansas  Balance of State  CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,277,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Chronically Homeless,0,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Sheltered Homeless People in Families,31,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Homeless Individuals,39,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Homeless People in Families,31,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Unsheltered Homeless Individuals,0,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Unsheltered Homeless Veterans,0,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Sheltered Homeless,70,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Total Homeless,70,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Chronically Homeless People in Families,0,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Unsheltered Homeless,0,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Homeless Veterans,1,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless People in Families,0,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless,0,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless Individuals,0,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless People in Families,0,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless,0,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless Individuals,0,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,0,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,1,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,0,2014
AR-505,Southeast Arkansas,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,39,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Chronically Homeless,80,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Sheltered Homeless People in Families,22,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Homeless Individuals,163,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Homeless People in Families,22,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Unsheltered Homeless Individuals,72,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Unsheltered Homeless Veterans,10,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Sheltered Homeless,113,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Total Homeless,185,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Chronically Homeless People in Families,0,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Unsheltered Homeless,72,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Homeless Veterans,30,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless People in Families,0,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless,53,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless Individuals,53,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless People in Families,0,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless,27,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless Individuals,27,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,0,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,20,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,80,2014
AR-508,Old Fort Homeless Coalition,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,91,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Chronically Homeless,1,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Sheltered Homeless People in Families,8,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Homeless Individuals,9,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Homeless People in Families,19,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Unsheltered Homeless Individuals,5,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Unsheltered Homeless Veterans,1,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Sheltered Homeless,12,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Total Homeless,28,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Chronically Homeless People in Families,0,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Unsheltered Homeless,16,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Homeless Veterans,1,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless People in Families,0,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless,1,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless Individuals,1,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Sheltered Chronically Homeless People in Families,0,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Sheltered Chronically Homeless,0,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Sheltered Chronically Homeless Individuals,0,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,11,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,0,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Chronically Homeless Individuals,1,2014
AR-512,"Boone, Baxter, Marion, Newton Counties CoC",01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,4,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Chronically Homeless,266,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Homeless People in Families,543,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Homeless Individuals,1679,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Homeless People in Families,719,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Individuals,873,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Veterans,125,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Homeless,1349,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Total Homeless,2398,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Chronically Homeless People in Families,55,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless,1049,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Homeless Veterans,263,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless People in Families,42,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless,161,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless Individuals,119,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless People in Families,13,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless,105,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless Individuals,92,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,176,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,138,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,211,2014
AZ-500,Arizona Balance of State CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,806,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Chronically Homeless,290,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless People in Families,663,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Homeless Individuals,1475,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Homeless People in Families,704,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Individuals,426,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Veterans,50,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless,1712,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Total Homeless,2179,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Chronically Homeless People in Families,0,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless,467,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Homeless Veterans,285,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless People in Families,0,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless,164,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless Individuals,164,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless People in Families,0,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless,126,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless Individuals,126,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,41,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,235,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,290,2014
AZ-501,Tucson/Pima County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,1049,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Chronically Homeless,403,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Sheltered Homeless People in Families,2869,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Homeless Individuals,3040,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Homeless People in Families,2878,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Individuals,1044,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Veterans,48,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Sheltered Homeless,4865,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Total Homeless,5918,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Chronically Homeless People in Families,0,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless,1053,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Homeless Veterans,310,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless People in Families,0,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless,318,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless Individuals,318,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless People in Families,0,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless,85,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless Individuals,85,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,9,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,262,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,403,2014
AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,1996,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Chronically Homeless,2535,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless People in Families,830,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Homeless Individuals,6681,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Homeless People in Families,886,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Individuals,5618,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Veterans,579,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless,1893,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Total Homeless,7567,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Chronically Homeless People in Families,22,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless,5674,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Homeless Veterans,813,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless People in Families,9,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless,2259,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless Individuals,2250,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless People in Families,13,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless,276,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless Individuals,263,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,56,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,234,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,2513,2014
CA-500,San Jose/Santa Clara City & County CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,1063,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Chronically Homeless,2321,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Sheltered Homeless People in Families,599,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Homeless Individuals,5776,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Homeless People in Families,632,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Individuals,4282,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless Veterans,422,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Sheltered Homeless,2093,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Total Homeless,6408,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Chronically Homeless People in Families,185,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless,4315,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Homeless Veterans,720,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless People in Families,16,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless,1510,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Unsheltered Chronically Homeless Individuals,1494,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless People in Families,169,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless,811,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Sheltered Chronically Homeless Individuals,642,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Unsheltered Homeless People in Families,33,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Veterans,298,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Chronically Homeless Individuals,2136,2014
CA-501,San Francisco CoC,01/01/2014 12:00:00 AM,Sheltered Homeless Individuals,1494,2014
CA-502,Oakland/Alameda County CoC,01/01/2014 12:00:00 AM,Chronically Homeless,1094,2014
